Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
SOMERSET,NJ,"26,070.00","25,545.00",525.00,"17,700.00","17,200.00",500.00
OCEAN,NJ,"87,615.00","87,615.00",0.00,0.00,0.00,0.00
OCEAN,NJ,"401,479.00","311,404.00","90,075.00",0.00,0.00,0.00
ESSEX,NJ,"224,009.00","186,839.00","37,170.00","112,000.00","89,300.00","22,700.00"
MIDDLESEX,NJ,"132,659.00","125,584.00","7,075.00","65,000.00","57,900.00","7,100.00"
MIDDLESEX,NJ,"4,376,613.00","3,260,044.00","1,116,569.00","1,729,400.00","1,209,300.00","520,100.00"
OCEAN,NJ,"992,625.00","746,318.00","246,307.00","567,000.00","415,200.00","151,800.00"
OCEAN,NJ,250.00,0.00,250.00,0.00,0.00,0.00
MIDDLESEX,NJ,"117,521.00","93,836.00","23,685.00",0.00,0.00,0.00
SUSSEX,NJ,"1,333,187.00","1,237,119.00","96,068.00","822,100.00","765,200.00","56,900.00"
MIDDLESEX,NJ,"52,203.00","49,203.00","3,000.00","14,000.00","12,200.00","1,800.00"
MIDDLESEX,NJ,"4,875.00","2,270.00","2,605.00",0.00,0.00,0.00
OCEAN,NJ,"171,469.00","100,294.00","71,175.00","49,600.00","41,600.00","8,000.00"
MONMOUTH,NJ,"3,811,711.00","2,986,118.00","825,593.00","1,592,300.00","1,168,000.00","406,900.00"
MONMOUTH,NJ,"140,833.00","96,283.00","44,550.00","54,200.00","33,600.00","20,600.00"
MONMOUTH,NJ,"14,683.00","14,683.00",0.00,"8,200.00","8,200.00",0.00
UNION,NJ,"117,070.00","91,670.00","25,400.00","51,500.00","27,900.00","23,600.00"
MONMOUTH,NJ,"105,935.00","62,055.00","43,880.00","40,000.00",0.00,"40,000.00"
OCEAN,NJ,"221,058.00","148,958.00","72,100.00","48,100.00","8,100.00","40,000.00"
OCEAN,NJ,"177,689.00","125,289.00","52,400.00",0.00,0.00,0.00
SUSSEX,NJ,"318,739.00","274,929.00","43,810.00","280,200.00","249,800.00","30,400.00"
HUNTERDON,NJ,"52,525.00","48,525.00","4,000.00",0.00,0.00,0.00
HUNTERDON,NJ,"138,135.00","121,410.00","16,725.00","26,200.00","25,000.00","1,200.00"
CAPE MAY,NJ,"351,508.00","293,798.00","57,710.00","266,800.00","215,100.00","51,700.00"
CAPE MAY,NJ,"587,523.00","459,435.00","128,088.00","99,800.00","73,400.00","26,400.00"
CAPE MAY,NJ,"63,820.00","50,720.00","13,100.00",0.00,0.00,0.00
MORRIS,NJ,"124,621.00","124,121.00",500.00,"100,700.00","100,200.00",500.00
UNION,NJ,"985,232.00","871,332.00","113,900.00","289,800.00","249,400.00","40,400.00"
OCEAN,NJ,"4,225,060.00","3,033,560.00","1,191,500.00","1,231,600.00","828,200.00","403,400.00"
SUSSEX,NJ,"128,323.00","127,073.00","1,250.00","33,600.00","33,600.00",0.00
ATLANTIC,NJ,"603,236.00","473,216.00","130,020.00","230,300.00","160,000.00","70,300.00"
BERGEN,NJ,"316,769.00","268,974.00","47,795.00","128,900.00","121,600.00","7,300.00"
BERGEN,NJ,"54,432.00","52,432.00","2,000.00","19,400.00","19,400.00",0.00
OCEAN,NJ,"151,688.00","113,938.00","37,750.00",0.00,0.00,0.00
BERGEN,NJ,"3,500.00",0.00,"3,500.00",0.00,0.00,0.00
MONMOUTH,NJ,"172,081.00","142,924.00","29,157.00","44,600.00","34,000.00","10,600.00"
MONMOUTH,NJ,"4,034.00","3,434.00",600.00,"3,000.00","2,400.00",600.00
MERCER,NJ,"66,782.00","52,857.00","13,925.00",0.00,0.00,0.00
OCEAN,NJ,"150,762.00","113,062.00","37,700.00","93,600.00","79,700.00","13,900.00"
OCEAN,NJ,"18,615.00","18,215.00",400.00,0.00,0.00,0.00
OCEAN,NJ,"160,012.00","120,461.00","39,551.00",0.00,0.00,0.00
OCEAN,NJ,"193,488.00","138,588.00","54,900.00",0.00,0.00,0.00
MORRIS,NJ,"122,441.00","96,166.00","26,275.00",0.00,0.00,0.00
OCEAN,NJ,"95,613.00","76,948.00","18,665.00",0.00,0.00,0.00
OCEAN,NJ,"27,100.00",0.00,"27,100.00",0.00,0.00,0.00
OCEAN,NJ,"99,297.00",0.00,"99,297.00",0.00,0.00,0.00
OCEAN,NJ,"702,541.00","494,261.00","208,280.00","228,600.00","136,300.00","92,300.00"
OCEAN,NJ,"321,688.00","234,918.00","86,770.00","165,400.00","120,300.00","45,100.00"
OCEAN,NJ,"77,464.00","18,964.00","58,500.00",0.00,0.00,0.00
OCEAN,NJ,"847,886.00","579,411.00","268,475.00","543,800.00","377,100.00","166,700.00"
OCEAN,NJ,"379,846.00","251,082.00","128,764.00","114,100.00","88,500.00","25,600.00"
MORRIS,NJ,"61,794.00","42,569.00","19,225.00",0.00,0.00,0.00
OCEAN,NJ,"164,153,499.00","116,835,666.00","47,317,833.00","65,610,100.00","45,082,600.00","20,527,500.00"
SALEM,NJ,"108,138.00","84,738.00","23,400.00","87,100.00","63,700.00","23,400.00"
OCEAN,NJ,"654,921.00","565,021.00","89,900.00","216,600.00","196,300.00","20,300.00"
OCEAN,NJ,"184,875.00","145,595.00","39,280.00","64,900.00","36,900.00","28,000.00"
OCEAN,NJ,"134,070.00","89,670.00","44,400.00","12,400.00","9,000.00","3,400.00"
OCEAN,NJ,"35,888.00","33,638.00","2,250.00",0.00,0.00,0.00
OCEAN,NJ,"48,561.00","48,561.00",0.00,0.00,0.00,0.00
OCEAN,NJ,"250,190.00","203,990.00","46,200.00",0.00,0.00,0.00
OCEAN,NJ,"161,294.00","119,594.00","41,700.00",0.00,0.00,0.00
OCEAN,NJ,"356,487.00","230,742.00","125,745.00","140,100.00","100,100.00","40,000.00"
OCEAN,NJ,"95,142.00","65,267.00","29,875.00",0.00,0.00,0.00
OCEAN,NJ,"41,822.00","37,222.00","4,600.00","38,200.00","33,600.00","4,600.00"
PASSAIC,NJ,"23,492.00","22,242.00","1,250.00",0.00,0.00,0.00
MORRIS,NJ,"31,949.00","29,999.00","1,950.00",0.00,0.00,0.00
OCEAN,NJ,"711,567.00","662,367.00","49,200.00","240,000.00","200,000.00","40,000.00"
MERCER,NJ,"13,542.00","10,862.00","2,680.00","13,600.00","10,900.00","2,700.00"
MERCER,NJ,"11,006.00","11,006.00",0.00,"9,400.00","9,400.00",0.00
MERCER,NJ,"24,786.00","22,586.00","2,200.00","14,000.00","11,800.00","2,200.00"
MERCER,NJ,"48,131.00","32,756.00","15,375.00","7,200.00","6,500.00",700.00
MERCER,NJ,"12,655.00","12,655.00",0.00,0.00,0.00,0.00
MERCER,NJ,"31,993.00","31,313.00",680.00,"16,600.00","15,900.00",700.00
MERCER,NJ,"3,755.00","3,755.00",0.00,0.00,0.00,0.00
CAPE MAY,NJ,"6,368.00","2,043.00","4,325.00",0.00,0.00,0.00
BURLINGTON,NJ,"384,140.00","316,990.00","67,150.00","209,100.00","157,500.00","51,600.00"
OCEAN,NJ,"12,247,506.00","9,496,951.00","2,750,555.00","3,934,500.00","2,944,300.00","990,200.00"
BURLINGTON,NJ,"192,113.00","145,588.00","46,525.00","160,100.00","120,100.00","40,000.00"
OCEAN,NJ,"26,549.00",0.00,"26,549.00","26,600.00",0.00,"26,600.00"
UNION,NJ,"847,868.00","750,806.00","97,062.00","269,400.00","225,200.00","44,200.00"
MONMOUTH,NJ,"72,470.00","63,080.00","9,390.00",0.00,0.00,0.00
MONMOUTH,NJ,"230,542.00","180,442.00","50,100.00","203,200.00","163,200.00","40,000.00"
MONMOUTH,NJ,"63,400,662.00","46,830,266.00","16,570,396.00","27,409,900.00","18,903,500.00","8,306,400.00"
MONMOUTH,NJ,"45,817.00","36,367.00","9,450.00","28,400.00","18,900.00","9,500.00"
MONMOUTH,NJ,"10,493.00","5,193.00","5,300.00","10,500.00","5,200.00","5,300.00"
HUDSON,NJ,"42,401.00","25,926.00","16,475.00","18,400.00","8,300.00","10,100.00"
MONMOUTH,NJ,"289,052.00","162,452.00","126,600.00",0.00,0.00,0.00
MONMOUTH,NJ,"31,791.00","31,791.00",0.00,"31,800.00","31,800.00",0.00
ESSEX,NJ,"210,495.00","210,495.00",0.00,"170,600.00","170,600.00",0.00
BERGEN,NJ,"38,795.00","38,195.00",600.00,"36,600.00","36,000.00",600.00
BERGEN,NJ,"155,188.00","100,488.00","54,700.00",0.00,0.00,0.00
UNION,NJ,"92,189.00","81,964.00","10,225.00","38,700.00","36,800.00","1,900.00"
ATLANTIC,NJ,"17,975.00",0.00,"17,975.00",0.00,0.00,0.00
ATLANTIC,NJ,"12,535.00",0.00,"12,535.00",0.00,0.00,0.00
ATLANTIC,NJ,"8,761,814.00","6,722,509.00","2,039,305.00","3,050,400.00","2,286,500.00","763,900.00"
ATLANTIC,NJ,"94,105.00","80,775.00","13,330.00",0.00,0.00,0.00
ATLANTIC,NJ,"35,587.00","32,937.00","2,650.00",0.00,0.00,0.00
ATLANTIC,NJ,"11,893,022.00","8,359,192.00","3,533,830.00","4,426,500.00","2,938,700.00","1,487,800.00"
ATLANTIC,NJ,"32,582.00","7,166.00","25,416.00",0.00,0.00,0.00
ATLANTIC,NJ,"77,737.00","62,637.00","15,100.00","6,800.00",0.00,"6,800.00"
ESSEX,NJ,"22,514.00","22,264.00",250.00,"21,600.00","21,300.00",300.00
ATLANTIC,NJ,"16,392.00",0.00,"16,392.00",0.00,0.00,0.00
ATLANTIC,NJ,"31,430.00","28,930.00","2,500.00",0.00,0.00,0.00
CAPE MAY,NJ,"333,083.00","310,713.00","22,370.00","165,900.00","143,500.00","22,400.00"
CUMBERLAND,NJ,"60,549.00","59,049.00","1,500.00","19,600.00","19,600.00",0.00
CUMBERLAND,NJ,"8,806.00","8,806.00",0.00,"4,900.00","4,900.00",0.00
ATLANTIC,NJ,"142,098.00","116,798.00","25,300.00","52,200.00","37,600.00","14,600.00"
MONMOUTH,NJ,"25,964.00","23,764.00","2,200.00",0.00,0.00,0.00
CAPE MAY,NJ,"170,040.00","106,180.00","63,860.00","87,000.00","58,800.00","28,200.00"
CAPE MAY,NJ,"18,587.00","16,612.00","1,975.00","18,600.00","16,700.00","1,900.00"
CAPE MAY,NJ,"2,981.00","1,061.00","1,920.00",0.00,0.00,0.00
BERGEN,NJ,"128,170.00","115,670.00","12,500.00","47,500.00","46,600.00",900.00
MONMOUTH,NJ,"541,319.00","432,444.00","108,875.00","375,300.00","281,900.00","93,400.00"
MONMOUTH,NJ,"407,041.00","388,416.00","18,625.00","110,200.00","110,100.00",100.00
MONMOUTH,NJ,"27,365.00","27,365.00",0.00,"8,000.00","8,000.00",0.00
MONMOUTH,NJ,"54,088.00","41,963.00","12,125.00",0.00,0.00,0.00
BERGEN,NJ,"69,047.00","35,887.00","33,160.00","41,000.00","15,600.00","25,400.00"
PASSAIC,NJ,"41,534.00","39,334.00","2,200.00","36,100.00","33,900.00","2,200.00"
SUSSEX,NJ,"46,113.00","45,563.00",550.00,0.00,0.00,0.00
ATLANTIC,NJ,"24,400.00",0.00,"24,400.00",0.00,0.00,0.00
OCEAN,NJ,"9,421,511.00","7,128,226.00","2,293,285.00","3,983,000.00","2,842,000.00","1,141,000.00"
SOMERSET,NJ,"97,459.00","79,809.00","17,650.00","73,300.00","63,500.00","9,800.00"
WARREN,NJ,"173,359.00","145,494.00","27,865.00","137,400.00","110,000.00","27,400.00"
SOMERSET,NJ,"400,939.00","392,749.00","8,190.00","226,000.00","218,800.00","7,200.00"
PASSAIC,NJ,"909,423.00","766,338.00","143,085.00","347,500.00","318,900.00","28,600.00"
HUDSON,NJ,"1,714,371.00","1,057,732.00","656,639.00","696,400.00","378,400.00","318,000.00"
ATLANTIC,NJ,"174,770.00","140,270.00","34,500.00",0.00,0.00,0.00
ATLANTIC,NJ,"125,634.00","84,034.00","41,600.00","45,800.00","32,700.00","13,100.00"
MONMOUTH,NJ,"15,055.00","15,055.00",0.00,0.00,0.00,0.00
ESSEX,NJ,"81,135.00","75,060.00","6,075.00","17,800.00","17,800.00",0.00
CAPE MAY,NJ,"50,638.00","49,738.00",900.00,"26,100.00","25,200.00",900.00
OCEAN,NJ,"2,898,976.00","2,145,742.00","753,234.00","983,500.00","634,400.00","309,000.00"
MONMOUTH,NJ,"240,288.00","228,888.00","11,400.00","130,200.00","118,800.00","11,400.00"
MONMOUTH,NJ,"7,983.00","6,783.00","1,200.00",0.00,0.00,0.00
PASSAIC,NJ,"130,365.00","120,840.00","9,525.00","104,200.00","94,600.00","9,600.00"
HUDSON,NJ,"59,424.00","40,724.00","18,700.00","48,900.00","33,600.00","15,300.00"
ESSEX,NJ,"321,405.00","298,485.00","22,920.00","88,000.00","84,900.00","3,100.00"
CAPE MAY,NJ,"1,466,719.00","1,125,649.00","341,070.00","459,200.00","313,200.00","146,000.00"
MERCER,NJ,"42,305.00","42,165.00",140.00,"29,200.00","29,200.00",0.00
OCEAN,NJ,"114,074.00","52,224.00","61,850.00","38,600.00","32,000.00","6,600.00"
UNION,NJ,"578,926.00","545,580.00","33,346.00","378,900.00","352,700.00","26,200.00"
BERGEN,NJ,"50,441.00","41,353.00","9,088.00","19,300.00","10,200.00","9,100.00"
MORRIS,NJ,"230,583.00","209,748.00","20,835.00","77,300.00","68,300.00","9,000.00"
HUNTERDON,NJ,"313,436.00","295,236.00","18,200.00",0.00,0.00,0.00
OCEAN,NJ,"10,125.00",0.00,"10,125.00","4,000.00",0.00,"4,000.00"
CAPE MAY,NJ,"2,465,081.00","1,891,569.00","573,512.00","835,000.00","609,900.00","225,100.00"
CAPE MAY,NJ,"134,398.00","130,948.00","3,450.00","19,000.00","17,100.00","1,900.00"
GLOUCESTER,NJ,"96,099.00","77,874.00","18,225.00",0.00,0.00,0.00
BURLINGTON,NJ,"48,557.00","41,457.00","7,100.00","37,900.00","30,800.00","7,100.00"
GLOUCESTER,NJ,"34,132.00","34,132.00",0.00,"31,300.00","31,300.00",0.00
UNION,NJ,"20,500.00",0.00,"20,500.00","10,500.00",0.00,"10,500.00"
MIDDLESEX,NJ,"64,615.00","54,340.00","10,275.00",0.00,0.00,0.00
BERGEN,NJ,"68,285.00","38,725.00","29,560.00","50,700.00","21,100.00","29,600.00"
CAPE MAY,NJ,"94,752.00","70,952.00","23,800.00","1,300.00","1,300.00",0.00
MIDDLESEX,NJ,"2,531,674.00","1,936,199.00","595,475.00","990,100.00","634,000.00","356,100.00"
GLOUCESTER,NJ,"104,259.00","97,009.00","7,250.00",0.00,0.00,0.00
BERGEN,NJ,"143,917.00","128,622.00","15,295.00",0.00,0.00,0.00
PASSAIC,NJ,"1,100.00",0.00,"1,100.00","1,100.00",0.00,"1,100.00"
SALEM,NJ,"11,633.00","11,633.00",0.00,0.00,0.00,0.00
BURLINGTON,NJ,"35,854.00","35,854.00",0.00,"23,700.00","23,700.00",0.00
BERGEN,NJ,"430,816.00","373,641.00","57,175.00","242,600.00","197,400.00","45,200.00"
NEW HAVEN,CT,"35,968.00","35,968.00",0.00,"13,000.00","13,000.00",0.00
NEW HAVEN,CT,"44,085.00","40,315.00","3,770.00","42,400.00","38,600.00","3,800.00"
NEW HAVEN,CT,"866,439.00","700,649.00","165,790.00","323,900.00","222,100.00","101,800.00"
FAIRFIELD,CT,"686,000.00","417,030.00","268,970.00","211,400.00","93,300.00","118,100.00"
FAIRFIELD,CT,"655,607.00","522,307.00","133,300.00","211,100.00","147,000.00","64,100.00"
FAIRFIELD,CT,"245,254.00","198,889.00","46,365.00","41,500.00","38,700.00","2,800.00"
FAIRFIELD,CT,"162,271.00","138,156.00","24,115.00","56,000.00","42,400.00","13,600.00"
FAIRFIELD,CT,"106,390.00","105,290.00","1,100.00","14,000.00","12,900.00","1,100.00"
FAIRFIELD,CT,"23,639.00","23,639.00",0.00,0.00,0.00,0.00
MIDDLESEX,CT,"806,096.00","575,716.00","230,380.00","413,900.00","262,800.00","151,100.00"
FAIRFIELD,CT,"128,492.00","99,347.00","29,145.00","52,500.00","37,000.00","15,500.00"
FAIRFIELD,CT,"171,178.00","140,828.00","30,350.00","65,500.00","45,000.00","20,500.00"
FAIRFIELD,CT,"226,234.00","176,834.00","49,400.00","14,000.00","14,000.00",0.00
FAIRFIELD,CT,"4,118,832.00","3,475,912.00","642,920.00","1,759,000.00","1,421,500.00","337,500.00"
NEW HAVEN,CT,"26,080.00","26,080.00",0.00,"17,600.00","17,600.00",0.00
NEW HAVEN,CT,"1,640.00",0.00,"1,640.00","1,700.00",0.00,"1,700.00"
NEW HAVEN,CT,"2,613,884.00","2,061,059.00","552,825.00","1,491,500.00","1,208,900.00","282,600.00"
FAIRFIELD,CT,"219,782.00","206,615.00","13,167.00","219,900.00","206,700.00","13,200.00"
FAIRFIELD,CT,"82,819.00","69,759.00","13,060.00",0.00,0.00,0.00
FAIRFIELD,CT,"21,173,508.00","15,932,806.00","5,240,702.00","12,043,500.00","8,678,400.00","3,365,100.00"
FAIRFIELD,CT,"151,695.00","120,580.00","31,115.00","8,400.00","6,500.00","1,900.00"
FAIRFIELD,CT,"303,859.00","277,204.00","26,655.00","163,900.00","156,200.00","7,700.00"
FAIRFIELD,CT,"361,651.00","343,661.00","17,990.00",900.00,0.00,900.00
NEW LONDON,CT,"98,319.00","84,819.00","13,500.00","53,100.00","39,600.00","13,500.00"
NEW LONDON,CT,"469,765.00","340,465.00","129,300.00","250,600.00","168,700.00","81,900.00"
NEW LONDON,CT,"32,714.00","32,714.00",0.00,0.00,0.00,0.00
NEW HAVEN,CT,"419,381.00","320,316.00","99,065.00","182,300.00","131,600.00","50,700.00"
NEW HAVEN,CT,"391,074.00","324,724.00","66,350.00","256,800.00","216,800.00","40,000.00"
NEW HAVEN,CT,"18,000.00","18,000.00",0.00,"13,700.00","13,700.00",0.00
NEW LONDON,CT,"70,092.00","70,092.00",0.00,"70,100.00","70,100.00",0.00
NEW HAVEN,CT,"79,174.00","78,674.00",500.00,500.00,0.00,500.00
NEW HAVEN,CT,"27,183.00",0.00,"27,183.00",0.00,0.00,0.00
MIDDLESEX,CT,"14,773.00","14,773.00",0.00,"9,900.00","9,900.00",0.00
NEW HAVEN,CT,"42,748.00","38,578.00","4,170.00","37,400.00","33,600.00","3,800.00"
FAIRFIELD,CT,"105,021.00","83,781.00","21,240.00",0.00,0.00,0.00
NEW HAVEN,CT,"14,317,671.00","10,683,567.00","3,634,104.00","6,221,000.00","4,309,700.00","1,824,000.00"
NEW HAVEN,CT,"29,249.00","28,449.00",800.00,"13,400.00","12,600.00",800.00
FAIRFIELD,CT,"87,997.00","78,077.00","9,920.00",0.00,0.00,0.00
NEW LONDON,CT,"278,033.00","211,613.00","66,420.00","70,300.00","49,900.00","20,400.00"
NEW LONDON,CT,"41,221.00","29,396.00","11,825.00",0.00,0.00,0.00
NEW LONDON,CT,"16,604.00","16,604.00",0.00,"6,400.00","6,400.00",0.00
FAIRFIELD,CT,"47,063.00","45,013.00","2,050.00",0.00,0.00,0.00
FAIRFIELD,CT,"3,813.00","3,813.00",0.00,"3,900.00","3,900.00",0.00
NEW HAVEN,CT,"77,546.00","72,746.00","4,800.00","1,800.00","1,800.00",0.00
NEW HAVEN,CT,"9,300.00","9,150.00",150.00,"8,400.00","8,300.00",100.00
NEW HAVEN,CT,"41,300.00","29,995.00","11,305.00","33,200.00","21,900.00","11,300.00"
NEW HAVEN,CT,"82,537.00","71,187.00","11,350.00","12,100.00","12,100.00",0.00
NEW HAVEN,CT,"22,676.00","22,426.00",250.00,"19,700.00","19,400.00",300.00
NEW LONDON,CT,"388,747.00","330,954.00","57,793.00","325,200.00","270,700.00","54,500.00"
NEW LONDON,CT,"859,033.00","642,080.00","216,953.00","533,600.00","402,000.00","131,600.00"
NEW LONDON,CT,"11,306.00","10,806.00",500.00,"8,500.00","8,000.00",500.00
NEW HAVEN,CT,"2,700.00",0.00,"2,700.00","2,700.00",0.00,"2,700.00"
FAIRFIELD,CT,"7,568.00","7,568.00",0.00,0.00,0.00,0.00
FAIRFIELD,CT,"227,117.00","222,167.00","4,950.00","151,700.00","149,600.00","2,100.00"
FAIRFIELD,CT,"316,401.00","273,436.00","42,965.00","91,600.00","89,000.00","2,600.00"
FAIRFIELD,CT,"2,092,165.00","1,649,050.00","443,115.00","1,037,100.00","796,300.00","240,800.00"
FAIRFIELD,CT,"4,586,225.00","3,530,870.00","1,055,355.00","2,068,600.00","1,489,600.00","579,000.00"
FAIRFIELD,CT,"1,720,646.00","1,287,736.00","432,910.00","1,054,700.00","780,000.00","274,700.00"
FAIRFIELD,CT,"170,361.00","118,066.00","52,295.00","74,800.00","59,500.00","15,300.00"
FAIRFIELD,CT,"17,798.00","17,798.00",0.00,0.00,0.00,0.00
NEW LONDON,CT,"122,972.00","107,872.00","15,100.00","32,900.00","19,600.00","13,300.00"
NEW LONDON,CT,"10,077.00","10,077.00",0.00,"8,600.00","8,600.00",0.00
NEW LONDON,CT,"29,331.00","23,006.00","6,325.00","16,300.00","11,100.00","5,200.00"
FAIRFIELD,CT,"5,172,177.00","3,764,357.00","1,407,820.00","2,391,700.00","1,738,900.00","652,800.00"
MIDDLESEX,CT,"129,259.00","85,884.00","43,375.00",0.00,0.00,0.00
NEW LONDON,CT,"1,136,477.00","934,042.00","202,435.00","245,000.00","179,900.00","65,100.00"
MIDDLESEX,CT,"1,339,480.00","987,632.00","351,848.00","493,500.00","335,300.00","158,200.00"
NEW HAVEN,CT,"63,235.00","59,535.00","3,700.00","40,700.00","40,200.00",500.00
NEW LONDON,CT,"57,043.00","56,293.00",750.00,"31,200.00","30,400.00",800.00
NEW LONDON,CT,"12,995.00","12,495.00",500.00,0.00,0.00,0.00
FAIRFIELD,CT,"14,518.00","14,518.00",0.00,"14,000.00","14,000.00",0.00
FAIRFIELD,CT,"698,174.00","584,979.00","113,195.00","192,400.00","141,300.00","51,100.00"
FAIRFIELD,CT,"131,948.00","122,448.00","9,500.00","105,500.00","96,500.00","9,000.00"
FAIRFIELD,CT,"760,966.00","626,251.00","134,715.00","279,800.00","198,600.00","81,200.00"
NEW HAVEN,CT,"25,860.00","23,610.00","2,250.00","25,700.00","23,700.00","2,000.00"
FAIRFIELD,CT,"228,715.00","174,125.00","54,590.00","68,900.00","33,700.00","35,200.00"
FAIRFIELD,CT,"42,889.00","29,439.00","13,450.00","31,200.00","21,100.00","10,100.00"
FAIRFIELD,CT,"2,091,338.00","1,625,053.00","466,285.00","448,100.00","329,000.00","119,100.00"
FAIRFIELD,CT,"77,260.00","74,010.00","3,250.00","49,600.00","49,600.00",0.00
FAIRFIELD,CT,"103,751.00","80,001.00","23,750.00","4,300.00","3,000.00","1,300.00"
FAIRFIELD,CT,"80,559.00","74,624.00","5,935.00","1,900.00","1,900.00",0.00
FAIRFIELD,CT,"18,500.00","18,500.00",0.00,"14,000.00","14,000.00",0.00
NEW LONDON,CT,"616,159.00","479,549.00","136,610.00","240,900.00","167,400.00","73,500.00"
FAIRFIELD,CT,"177,218.00","164,398.00","12,820.00","102,000.00","100,000.00","2,000.00"
FAIRFIELD,CT,"432,631.00","363,681.00","68,950.00","94,600.00","70,300.00","24,300.00"
NEW HAVEN,CT,"36,125.00",0.00,"36,125.00","36,200.00",0.00,"36,200.00"
FAIRFIELD,CT,"520,951.00","497,006.00","23,945.00","245,800.00","236,100.00","9,700.00"
NEW LONDON,CT,"12,325.00",0.00,"12,325.00",0.00,0.00,0.00
NEW HAVEN,CT,"19,467.00","19,467.00",0.00,0.00,0.00,0.00
NEW HAVEN,CT,"39,285.00","39,285.00",0.00,0.00,0.00,0.00
NEW HAVEN,CT,"2,892.00","2,892.00",0.00,0.00,0.00,0.00
NEW HAVEN,CT,"16,211.00","16,211.00",0.00,0.00,0.00,0.00
NEW LONDON,CT,"90,702.00","81,927.00","8,775.00","27,600.00","20,600.00","7,000.00"
NEW HAVEN,CT,"728,403.00","535,363.00","193,040.00","233,100.00","170,800.00","62,300.00"
MIDDLESEX,CT,"317,720.00","184,521.00","133,199.00","142,200.00","52,200.00","90,000.00"
FAIRFIELD,CT,"294,318.00","269,893.00","24,425.00","97,800.00","81,500.00","16,300.00"
FAIRFIELD,CT,"7,207,530.00","5,493,835.00","1,713,695.00","3,228,600.00","2,356,200.00","844,900.00"
FAIRFIELD,CT,"199,148.00","140,348.00","58,800.00",0.00,0.00,0.00
FAIRFIELD,CT,"25,768.00","20,468.00","5,300.00",0.00,0.00,0.00
FAIRFIELD,CT,"25,592.00","22,592.00","3,000.00","21,900.00","18,900.00","3,000.00"
DARE,NC,"13,925.00",0.00,"13,925.00","13,900.00",0.00,"13,900.00"
DARE,NC,"5,000.00",0.00,"5,000.00","5,000.00",0.00,"5,000.00"
DARE,NC,"18,500.00",0.00,"18,500.00",0.00,0.00,0.00
DARE,NC,"158,109.00","113,909.00","44,200.00",0.00,0.00,0.00
WASHINGTON,RI,"118,471.00","118,471.00",0.00,0.00,0.00,0.00
WASHINGTON,RI,"7,873.00","7,873.00",0.00,0.00,0.00,0.00
WASHINGTON,RI,"241,089.00","196,689.00","44,400.00","57,300.00","56,800.00",500.00
WASHINGTON,RI,"9,755.00","9,755.00",0.00,0.00,0.00,0.00
WASHINGTON,RI,"2,891.00","2,891.00",0.00,0.00,0.00,0.00
NEWPORT,RI,"37,964.00","37,964.00",0.00,0.00,0.00,0.00
WASHINGTON,RI,"88,016.00","50,966.00","37,050.00","88,100.00","51,000.00","37,100.00"
WASHINGTON,RI,"219,278.00","178,483.00","40,795.00","123,100.00","86,000.00","37,100.00"
NEWPORT,RI,"116,554.00","95,497.00","21,057.00","16,900.00","16,900.00",0.00
WASHINGTON,RI,"119,893.00","88,693.00","31,200.00","56,400.00","50,600.00","5,800.00"
WASHINGTON,RI,"9,150.00","9,150.00",0.00,"2,700.00","2,700.00",0.00
NEWPORT,RI,"172,097.00","140,747.00","31,350.00","57,500.00","41,600.00","15,900.00"
WASHINGTON,RI,"44,253.00","35,453.00","8,800.00","44,300.00","35,500.00","8,800.00"
NEWPORT,RI,"39,551.00","39,551.00",0.00,"31,800.00","31,800.00",0.00
WASHINGTON,RI,"405,397.00","360,922.00","44,475.00","91,500.00","53,000.00","38,500.00"
WASHINGTON,RI,"1,717,665.00","1,265,220.00","452,445.00","708,400.00","526,300.00","182,100.00"
ACCOMACK,VA,"18,536.00","18,536.00",0.00,"18,600.00","18,600.00",0.00
ACCOMACK,VA,"9,438.00","9,438.00",0.00,0.00,0.00,0.00
ACCOMACK,VA,"618,442.00","424,297.00","194,145.00","173,300.00","126,200.00","47,100.00"
NORTHAMPTON,VA,"21,165.00","21,165.00",0.00,"21,200.00","21,200.00",0.00
ACCOMACK,VA,"153,307.00","121,837.00","31,470.00","123,400.00","97,700.00","25,700.00"
SOMERSET,MD,"226,972.00","165,817.00","61,155.00","82,300.00","46,600.00","35,700.00"
SOMERSET,MD,"26,018.00","11,968.00","14,050.00","5,300.00","3,100.00","2,200.00"
NORTHAMPTON,VA,780.00,780.00,0.00,0.00,0.00,0.00
ACCOMACK,VA,"52,870.00","52,870.00",0.00,"52,900.00","52,900.00",0.00
ACCOMACK,VA,"24,301.00","10,821.00","13,480.00","14,000.00","10,900.00","3,100.00"
NORTHAMPTON,VA,"5,704.00","5,704.00",0.00,"5,800.00","5,800.00",0.00
ACCOMACK,VA,"31,357.00","30,407.00",950.00,"24,300.00","23,400.00",900.00
WORCESTER,MD,"94,778.00","55,488.00","39,290.00",0.00,0.00,0.00
ACCOMACK,VA,"110,915.00","84,080.00","26,835.00","37,900.00","26,000.00","11,900.00"
ACCOMACK,VA,"22,605.00","22,605.00",0.00,"22,700.00","22,700.00",0.00
ACCOMACK,VA,"488,700.00","271,200.00","217,500.00","178,000.00","137,500.00","40,500.00"
